Id,SalePrice
2259,181511.23986321446
1748,181511.23986321446
1361,181511.23986321446
1677,181511.23986321446
1406,181511.23986321446
2322,181511.23986321446
688,181511.23986321446
143,181511.23986321446
804,181511.23986321446
1214,181511.23986321446
2828,181511.23986321446
1999,181511.23986321446
2467,181511.23986321446
2665,181511.23986321446
1538,181511.23986321446
398,181511.23986321446
2822,181511.23986321446
2157,181511.23986321446
1856,181511.23986321446
1269,181511.23986321446
2570,181511.23986321446
2320,181511.23986321446
1517,181511.23986321446
2304,181511.23986321446
1312,181511.23986321446
2012,181511.23986321446
506,181511.23986321446
2865,181511.23986321446
2367,181511.23986321446
554,181511.23986321446
238,181511.23986321446
1954,181511.23986321446
2488,181511.23986321446
2291,181511.23986321446
1969,181511.23986321446
2725,181511.23986321446
1482,181511.23986321446
2763,181511.23986321446
503,181511.23986321446
1584,181511.23986321446
1531,181511.23986321446
2210,181511.23986321446
459,181511.23986321446
556,181511.23986321446
1347,181511.23986321446
1290,181511.23986321446
1388,181511.23986321446
1571,181511.23986321446
2754,181511.23986321446
765,181511.23986321446
2494,181511.23986321446
2870,181511.23986321446
7,181511.23986321446
1114,181511.23986321446
2418,181511.23986321446
291,181511.23986321446
18,181511.23986321446
39,181511.23986321446
1001,181511.23986321446
2442,181511.23986321446
616,181511.23986321446
2680,181511.23986321446
1414,181511.23986321446
289,181511.23986321446
40,181511.23986321446
860,181511.23986321446
409,181511.23986321446
673,181511.23986321446
2427,181511.23986321446
2036,181511.23986321446
2564,181511.23986321446
642,181511.23986321446
1008,181511.23986321446
1908,181511.23986321446
2519,181511.23986321446
1369,181511.23986321446
2855,181511.23986321446
712,181511.23986321446
1943,181511.23986321446
1958,181511.23986321446
107,181511.23986321446
2295,181511.23986321446
704,181511.23986321446
676,181511.23986321446
259,181511.23986321446
93,181511.23986321446
106,181511.23986321446
2315,181511.23986321446
1050,181511.23986321446
1095,181511.23986321446
2709,181511.23986321446
758,181511.23986321446
1496,181511.23986321446
2370,181511.23986321446
2458,181511.23986321446
2733,181511.23986321446
161,181511.23986321446
726,181511.23986321446
845,181511.23986321446
947,181511.23986321446
2232,181511.23986321446
2563,181511.23986321446
2299,181511.23986321446
211,181511.23986321446
605,181511.23986321446
1478,181511.23986321446
2247,181511.23986321446
2274,181511.23986321446
2869,181511.23986321446
967,181511.23986321446
2656,181511.23986321446
667,181511.23986321446
1042,181511.23986321446
2023,181511.23986321446
2447,181511.23986321446
2055,181511.23986321446
2275,181511.23986321446
2204,181511.23986321446
1563,181511.23986321446
483,181511.23986321446
796,181511.23986321446
1526,181511.23986321446
2042,181511.23986321446
442,181511.23986321446
1693,181511.23986321446
1468,181511.23986321446
1430,181511.23986321446
2605,181511.23986321446
1529,181511.23986321446
335,181511.23986321446
1287,181511.23986321446
31,181511.23986321446
1785,181511.23986321446
82,181511.23986321446
2620,181511.23986321446
252,181511.23986321446
721,181511.23986321446
2165,181511.23986321446
2316,181511.23986321446
775,181511.23986321446
1558,181511.23986321446
17,181511.23986321446
1022,181511.23986321446
925,181511.23986321446
438,181511.23986321446
1270,181511.23986321446
1272,181511.23986321446
215,181511.23986321446
266,181511.23986321446
2402,181511.23986321446
1250,181511.23986321446
1984,181511.23986321446
1279,181511.23986321446
377,181511.23986321446
1252,181511.23986321446
2156,181511.23986321446
499,181511.23986321446
1374,181511.23986321446
2898,181511.23986321446
401,181511.23986321446
2721,181511.23986321446
2078,181511.23986321446
2589,181511.23986321446
1946,181511.23986321446
1334,181511.23986321446
2781,181511.23986321446
431,181511.23986321446
576,181511.23986321446
1474,181511.23986321446
2254,181511.23986321446
2155,181511.23986321446
885,181511.23986321446
643,181511.23986321446
1944,181511.23986321446
480,181511.23986321446
2845,181511.23986321446
2387,181511.23986321446
2407,181511.23986321446
2527,181511.23986321446
2514,181511.23986321446
629,181511.23986321446
80,181511.23986321446
1876,181511.23986321446
1546,181511.23986321446
2518,181511.23986321446
2347,181511.23986321446
783,181511.23986321446
1322,181511.23986321446
194,181511.23986321446
1770,181511.23986321446
2143,181511.23986321446
1229,181511.23986321446
511,181511.23986321446
46,181511.23986321446
1348,181511.23986321446
2465,181511.23986321446
387,181511.23986321446
873,181511.23986321446
1918,181511.23986321446
2764,181511.23986321446
2184,181511.23986321446
934,181511.23986321446
1920,181511.23986321446
2631,181511.23986321446
1768,181511.23986321446
2040,181511.23986321446
1749,181511.23986321446
834,181511.23986321446
1457,181511.23986321446
79,181511.23986321446
2302,181511.23986321446
1817,181511.23986321446
2755,181511.23986321446
359,181511.23986321446
2059,181511.23986321446
2092,181511.23986321446
2516,181511.23986321446
150,181511.23986321446
1656,181511.23986321446
83,181511.23986321446
2411,181511.23986321446
795,181511.23986321446
2312,181511.23986321446
2917,181511.23986321446
1624,181511.23986321446
2215,181511.23986321446
1211,181511.23986321446
1485,181511.23986321446
1024,181511.23986321446
570,181511.23986321446
2874,181511.23986321446
700,181511.23986321446
2756,181511.23986321446
2022,181511.23986321446
583,181511.23986321446
2392,181511.23986321446
2424,181511.23986321446
212,181511.23986321446
736,181511.23986321446
1610,181511.23986321446
890,181511.23986321446
467,181511.23986321446
578,181511.23986321446
1747,181511.23986321446
1149,181511.23986321446
2758,181511.23986321446
857,181511.23986321446
2219,181511.23986321446
733,181511.23986321446
2909,181511.23986321446
1798,181511.23986321446
235,181511.23986321446
2366,181511.23986321446
1027,181511.23986321446
1195,181511.23986321446
1303,181511.23986321446
148,181511.23986321446
608,181511.23986321446
2515,181511.23986321446
821,181511.23986321446
2500,181511.23986321446
745,181511.23986321446
741,181511.23986321446
1611,181511.23986321446
2532,181511.23986321446
1081,181511.23986321446
1692,181511.23986321446
2520,181511.23986321446
276,181511.23986321446
1992,181511.23986321446
663,181511.23986321446
418,181511.23986321446
1733,181511.23986321446
2359,181511.23986321446
253,181511.23986321446
1518,181511.23986321446
2035,181511.23986321446
2919,181511.23986321446
1540,181511.23986321446
2120,181511.23986321446
1674,181511.23986321446
256,181511.23986321446
2361,181511.23986321446
978,181511.23986321446
2280,181511.23986321446
2095,181511.23986321446
1709,181511.23986321446
2801,181511.23986321446
1246,181511.23986321446
2373,181511.23986321446
1055,181511.23986321446
2017,181511.23986321446
1099,181511.23986321446
1344,181511.23986321446
835,181511.23986321446
1117,181511.23986321446
2043,181511.23986321446
2085,181511.23986321446
410,181511.23986321446
2650,181511.23986321446
2867,181511.23986321446
1668,181511.23986321446
1161,181511.23986321446
2122,181511.23986321446
2539,181511.23986321446
1047,181511.23986321446
1445,181511.23986321446
541,181511.23986321446
569,181511.23986321446
1276,181511.23986321446
918,181511.23986321446
326,181511.23986321446
1936,181511.23986321446
895,181511.23986321446
257,181511.23986321446
1241,181511.23986321446
1545,181511.23986321446
1189,181511.23986321446
270,181511.23986321446
2066,181511.23986321446
693,181511.23986321446
1259,181511.23986321446
2916,181511.23986321446
2321,181511.23986321446
1977,181511.23986321446
1895,181511.23986321446
1240,181511.23986321446
85,181511.23986321446
1823,181511.23986321446
825,181511.23986321446
110,181511.23986321446
697,181511.23986321446
2297,181511.23986321446
1231,181511.23986321446
1355,181511.23986321446
968,181511.23986321446
584,181511.23986321446
1315,181511.23986321446
1606,181511.23986321446
206,181511.23986321446
1685,181511.23986321446
2016,181511.23986321446
869,181511.23986321446
2135,181511.23986321446
2346,181511.23986321446
2430,181511.23986321446
2198,181511.23986321446
2652,181511.23986321446
27,181511.23986321446
241,181511.23986321446
906,181511.23986321446
1506,181511.23986321446
2098,181511.23986321446
1435,181511.23986321446
2213,181511.23986321446
1274,181511.23986321446
743,181511.23986321446
1737,181511.23986321446
2797,181511.23986321446
2185,181511.23986321446
58,181511.23986321446
830,181511.23986321446
808,181511.23986321446
680,181511.23986321446
1153,181511.23986321446
1291,181511.23986321446
1818,181511.23986321446
2161,181511.23986321446
1883,181511.23986321446
350,181511.23986321446
2473,181511.23986321446
295,181511.23986321446
293,181511.23986321446
859,181511.23986321446
288,181511.23986321446
1578,181511.23986321446
102,181511.23986321446
2831,181511.23986321446
1030,181511.23986321446
2551,181511.23986321446
1286,181511.23986321446
958,181511.23986321446
776,181511.23986321446
72,181511.23986321446
2263,181511.23986321446
1866,181511.23986321446
2876,181511.23986321446
2146,181511.23986321446
103,181511.23986321446
1500,181511.23986321446
492,181511.23986321446
167,181511.23986321446
2597,181511.23986321446
2685,181511.23986321446
1035,181511.23986321446
1220,181511.23986321446
2602,181511.23986321446
2159,181511.23986321446
695,181511.23986321446
1109,181511.23986321446
640,181511.23986321446
1652,181511.23986321446
2090,181511.23986321446
1188,181511.23986321446
2345,181511.23986321446
1059,181511.23986321446
2751,181511.23986321446
128,181511.23986321446
1523,181511.23986321446
2925,181511.23986321446
2145,181511.23986321446
1121,181511.23986321446
566,181511.23986321446
565,181511.23986321446
1331,181511.23986321446
2928,181511.23986321446
156,181511.23986321446
797,181511.23986321446
327,181511.23986321446
2859,181511.23986321446
1453,181511.23986321446
1762,181511.23986321446
1868,181511.23986321446
1760,181511.23986321446
1113,181511.23986321446
1812,181511.23986321446
117,181511.23986321446
1142,181511.23986321446
2342,181511.23986321446
927,181511.23986321446
2478,181511.23986321446
655,181511.23986321446
2064,181511.23986321446
369,181511.23986321446
2239,181511.23986321446
2732,181511.23986321446
1653,181511.23986321446
959,181511.23986321446
2395,181511.23986321446
1412,181511.23986321446
271,181511.23986321446
1484,181511.23986321446
1497,181511.23986321446
552,181511.23986321446
2,181511.23986321446
1855,181511.23986321446
4,181511.23986321446
2292,181511.23986321446
134,181511.23986321446
646,181511.23986321446
42,181511.23986321446
532,181511.23986321446
713,181511.23986321446
2561,181511.23986321446
2360,181511.23986321446
1333,181511.23986321446
1407,181511.23986321446
2892,181511.23986321446
574,181511.23986321446
1227,181511.23986321446
2591,181511.23986321446
1476,181511.23986321446
1125,181511.23986321446
1446,181511.23986321446
408,181511.23986321446
1101,181511.23986321446
2251,181511.23986321446
373,181511.23986321446
2554,181511.23986321446
2382,181511.23986321446
1985,181511.23986321446
519,181511.23986321446
1093,181511.23986321446
864,181511.23986321446
2889,181511.23986321446
2308,181511.23986321446
986,181511.23986321446
1302,181511.23986321446
585,181511.23986321446
2708,181511.23986321446
147,181511.23986321446
1441,181511.23986321446
383,181511.23986321446
285,181511.23986321446
181,181511.23986321446
358,181511.23986321446
780,181511.23986321446
258,181511.23986321446
1865,181511.23986321446
692,181511.23986321446
2902,181511.23986321446
508,181511.23986321446
2638,181511.23986321446
36,181511.23986321446
611,181511.23986321446
2281,181511.23986321446
1678,181511.23986321446
1696,181511.23986321446
1557,181511.23986321446
2180,181511.23986321446
1726,181511.23986321446
951,181511.23986321446
267,181511.23986321446
2706,181511.23986321446
2221,181511.23986321446
1357,181511.23986321446
2901,181511.23986321446
347,181511.23986321446
2164,181511.23986321446
1586,181511.23986321446
360,181511.23986321446
1769,181511.23986321446
2617,181511.23986321446
1879,181511.23986321446
991,181511.23986321446
1535,181511.23986321446
1191,181511.23986321446
1579,181511.23986321446
1882,181511.23986321446
1510,181511.23986321446
2196,181511.23986321446
1845,181511.23986321446
2336,181511.23986321446
942,181511.23986321446
861,181511.23986321446
2555,181511.23986321446
1392,181511.23986321446
2099,181511.23986321446
1543,181511.23986321446
948,181511.23986321446
1239,181511.23986321446
22,181511.23986321446
2796,181511.23986321446
2747,181511.23986321446
92,181511.23986321446
210,181511.23986321446
1858,181511.23986321446
2228,181511.23986321446
447,181511.23986321446
827,181511.23986321446
1649,181511.23986321446
682,181511.23986321446
2698,181511.23986321446
494,181511.23986321446
214,181511.23986321446
2441,181511.23986321446
2679,181511.23986321446
1336,181511.23986321446
465,181511.23986321446
1524,181511.23986321446
2543,181511.23986321446
631,181511.23986321446
2452,181511.23986321446
228,181511.23986321446
126,181511.23986321446
1092,181511.23986321446
1122,181511.23986321446
932,181511.23986321446
1980,181511.23986321446
2171,181511.23986321446
551,181511.23986321446
2768,181511.23986321446
2056,181511.23986321446
1159,181511.23986321446
2645,181511.23986321446
1174,181511.23986321446
2266,181511.23986321446
2462,181511.23986321446
1219,181511.23986321446
2922,181511.23986321446
118,181511.23986321446
474,181511.23986321446
2576,181511.23986321446
872,181511.23986321446
1077,181511.23986321446
1536,181511.23986321446
1150,181511.23986321446
2341,181511.23986321446
1931,181511.23986321446
2785,181511.23986321446
2538,181511.23986321446
597,181511.23986321446
464,181511.23986321446
233,181511.23986321446
2169,181511.23986321446
2123,181511.23986321446
1867,181511.23986321446
137,181511.23986321446
515,181511.23986321446
933,181511.23986321446
2784,181511.23986321446
972,181511.23986321446
599,181511.23986321446
2614,181511.23986321446
2582,181511.23986321446
1409,181511.23986321446
175,181511.23986321446
352,181511.23986321446
976,181511.23986321446
2134,181511.23986321446
984,181511.23986321446
2396,181511.23986321446
1673,181511.23986321446
404,181511.23986321446
607,181511.23986321446
814,181511.23986321446
868,181511.23986321446
2271,181511.23986321446
1633,181511.23986321446
337,181511.23986321446
2765,181511.23986321446
1746,181511.23986321446
368,181511.23986321446
2806,181511.23986321446
1662,181511.23986321446
1234,181511.23986321446
1373,181511.23986321446
1672,181511.23986321446
1939,181511.23986321446
